FID,FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,Verdate,Type,Season,ID,Year,Year_Con,Shape__Area,Shape__Length
23340,Kinka Reserve,Off Park HR,2004-05 Prescribed Burn,2004/08/25 00:00:00+00,2004/08/26 00:00:00+00,10.18945694,1842.28196588,26/03/2020,Prescribed Burn,2004-05,23475,2004,2004/01/01 00:00:00+00,101706.9375,1840.58520367258
23341,Unknown,Off Park HR,2004-05 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.88807543,396.24590996,26/03/2020,Prescribed Burn,2004-05,23476,2004,2004/01/01 00:00:00+00,8864.41015625,395.881111284567
23342,Quarry Lane,Off Park HR,2004-05 Prescribed Burn,2005/02/19 00:00:00+00,2005/02/20 00:00:00+00,5.11846566,1335.66056025,26/03/2020,Prescribed Burn,2004-05,23477,2004,2004/01/01 00:00:00+00,51090.62109375,1334.43302283422
23343,Greenmount Way,Off Park HR,2004-05 Prescribed Burn,2005/05/04 00:00:00+00,2005/05/05 00:00:00+00,0.41553466,267.70392787,26/03/2020,Prescribed Burn,2004-05,23478,2004,2004/01/01 00:00:00+00,4147.703125,267.45724488057
23344,Manly Water Reserve,Off Park HR,2004-05 Prescribed Burn,2004/08/07 00:00:00+00,2004/08/08 00:00:00+00,11.94398745,1654.16161824,26/03/2020,Prescribed Burn,2004-05,23479,2004,2004/01/01 00:00:00+00,119223.54296875,1652.66271452068
23345,Cayles preburn Hartley,Off Park HR,2004-05 Prescribed Burn,2005/05/04 00:00:00+00,2005/05/06 00:00:00+00,2.43150923,896.26000089,26/03/2020,Prescribed Burn,2004-05,23480,2004,2004/01/01 00:00:00+00,24270.46875,895.437418099397
23346,Unknown Adj Wakehurs Parkway,Off Park HR,2004-05 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.4142261,721.39451929,26/03/2020,Prescribed Burn,2004-05,23481,2004,2004/01/01 00:00:00+00,14116.484375,720.737073505127
23347,Fitzpatric Av West,Off Park HR,2004-05 Prescribed Burn,2004/10/17 00:00:00+00,2004/10/18 00:00:00+00,0.35902216,301.70460922,26/03/2020,Prescribed Burn,2004-05,23482,2004,2004/01/01 00:00:00+00,3583.6875,301.429777255428
23348,Maybrook Av?,Off Park HR,2004-05 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.89213108,697.18104388,26/03/2020,Prescribed Burn,2004-05,23483,2004,2004/01/01 00:00:00+00,18886.75390625,696.544148246032
23349,Carters,Off Park HR,2004-05 Prescribed Burn,2005/02/19 00:00:00+00,2005/02/20 00:00:00+00,9.29592765,1878.44996796,26/03/2020,Prescribed Burn,2004-05,23484,2004,2004/01/01 00:00:00+00,92788.39453125,1876.72265029644
23350,Amaroo,Off Park HR,2004-05 Prescribed Burn,2004/08/07 00:00:00+00,2004/08/08 00:00:00+00,0.81066846,386.91416234,26/03/2020,Prescribed Burn,2004-05,23485,2004,2004/01/01 00:00:00+00,8091.7421875,386.557450399277
23351,Halls,Off Park HR,2004-05 Prescribed Burn,2004/08/07 00:00:00+00,2004/08/08 00:00:00+00,16.03308397,2278.00483494,26/03/2020,Prescribed Burn,2004-05,23486,2004,2004/01/01 00:00:00+00,160033.7109375,2275.89292655868
23352,Bell,Off Park HR,2004-05 Prescribed Burn,2005/06/10 00:00:00+00,2005/06/11 00:00:00+00,1.40543315,548.21105967,26/03/2020,Prescribed Burn,2004-05,23487,2004,2004/01/01 00:00:00+00,14028.74609375,547.711823450415
23353,Beecroft Scouts B,Off Park HR,2004-05 Prescribed Burn,2005/05/02 00:00:00+00,2005/05/03 00:00:00+00,0.53954814,468.40964948,26/03/2020,Prescribed Burn,2004-05,23488,2004,2004/01/01 00:00:00+00,5385.66796875,467.983124367506
23354,Beecroft Scouts A,Off Park HR,2004-05 Prescribed Burn,2005/03/10 00:00:00+00,2005/03/11 00:00:00+00,0.591575,393.8395086,26/03/2020,Prescribed Burn,2004-05,23489,2004,2004/01/01 00:00:00+00,5904.98046875,393.480842888287
23355,100 Stanhope,Off Park HR,2004-05 Prescribed Burn,2004/10/16 00:00:00+00,2004/10/17 00:00:00+00,0.27224584,302.78056974,26/03/2020,Prescribed Burn,2004-05,23490,2004,2004/01/01 00:00:00+00,2717.50390625,302.505389850664
23356,Hopeville,Off Park HR,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,2005/04/28 00:00:00+00,0.34399992,323.02710847,26/03/2020,Prescribed Burn,2004-05,23491,2004,2004/01/01 00:00:00+00,3433.67578125,322.729821733753
23357,Russel Complex,Off Park HR,2004-05 Prescribed Burn,2004/09/18 00:00:00+00,2004/09/19 00:00:00+00,10.5550409,1769.14705741,26/03/2020,Prescribed Burn,2004-05,23492,2004,2004/01/01 00:00:00+00,105356.71484375,1767.52312035455
23358,Dural Street,Off Park HR,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,2005/04/28 00:00:00+00,2.34605672,791.66226123,26/03/2020,Prescribed Burn,2004-05,23493,2004,2004/01/01 00:00:00+00,23417.5,790.935292676013
23359,Crosslands,SNR HR0405-13,2004-05 Prescribed Burn,2005/02/19 00:00:00+00,2005/02/21 00:00:00+00,64.71169767,4255.94077406,26/03/2020,Prescribed Burn,2004-05,23494,2004,2004/01/01 00:00:00+00,645918.5,4251.99793426818
23360,Quartersessions Rd,SNRHR0405 - 14,2004-05 Prescribed Burn,2005/03/12 00:00:00+00,2005/03/15 00:00:00+00,22.11549573,3731.84460517,26/03/2020,Prescribed Burn,2004-05,23495,2004,2004/01/01 00:00:00+00,220748.81640625,3728.41661196189
23361,Bantry Bay HR,SNRHR0405 - 15,2004-05 Prescribed Burn,2005/05/05 00:00:00+00,2005/05/06 00:00:00+00,47.31023724,3234.36804153,26/03/2020,Prescribed Burn,2004-05,23496,2004,2004/01/01 00:00:00+00,472244.58203125,3231.43441093915
23362,Merlin CL HR,SNRHR0405 - 16,2004-05 Prescribed Burn,2005/06/08 00:00:00+00,2005/06/09 00:00:00+00,5.9116534,1418.98874833,26/03/2020,Prescribed Burn,2004-05,23497,2004,2004/01/01 00:00:00+00,59007.20703125,1417.6762103874
23363,318 Mona Vale,SNRHR0405 -10,2004-05 Prescribed Burn,2004/10/16 00:00:00+00,2004/10/17 00:00:00+00,2.54734601,625.19613766,26/03/2020,Prescribed Burn,2004-05,23498,2004,2004/01/01 00:00:00+00,25426.6875,624.621831331913
23364,Killawarra Road,SNRHR0405 -6,2004-05 Prescribed Burn,2004/08/25 00:00:00+00,2004/08/22 00:00:00+00,7.16562348,1295.04229613,26/03/2020,Prescribed Burn,2004-05,23499,2004,2004/01/01 00:00:00+00,71524.31640625,1293.84961281708
23365,Birramel,SNRHR0405 -7,2004-05 Prescribed Burn,2004/08/28 00:00:00+00,2004/09/01 00:00:00+00,11.00024071,1714.07808032,26/03/2020,Prescribed Burn,2004-05,23500,2004,2004/01/01 00:00:00+00,109800.0078125,1712.50049370195
23366,Cook Street,SNRHR0405 -8,2004-05 Prescribed Burn,2004/09/18 00:00:00+00,2004/09/21 00:00:00+00,5.17377004,1338.55862079,26/03/2020,Prescribed Burn,2004-05,23501,2004,2004/01/01 00:00:00+00,51643.6953125,1337.34213678599
23367,Oxley West,SNRHR0405 -9,2004-05 Prescribed Burn,2004/09/17 00:00:00+00,2004/09/17 00:00:00+00,24.26348233,3187.94055987,26/03/2020,Prescribed Burn,2004-05,23502,2004,2004/01/01 00:00:00+00,242186.5234375,3184.99420945815
23368,Quarter Sessions 1,SNRHR0405-1,2004-05 Prescribed Burn,2004/08/07 00:00:00+00,2004/08/07 00:00:00+00,1.95789059,645.36010206,26/03/2020,Prescribed Burn,2004-05,23503,2004,2004/01/01 00:00:00+00,19542.94921875,644.767389206285
23369,Kentia North,SNRHR0405-11,2004-05 Prescribed Burn,2005/02/12 00:00:00+00,2005/02/12 00:00:00+00,1.36008354,917.07735548,26/03/2020,Prescribed Burn,2004-05,23504,2004,2004/01/01 00:00:00+00,13575.88671875,916.236108479106
23370,Kitchener Rd,SNRHR0405-12,2004-05 Prescribed Burn,2005/02/13 00:00:00+00,2005/02/13 00:00:00+00,2.42333949,722.5379351,26/03/2020,Prescribed Burn,2004-05,23505,2004,2004/01/01 00:00:00+00,24189.12109375,721.877540291161
23371,Pipeline HR,SNRHR0405-15,2004-05 Prescribed Burn,2005/04/28 00:00:00+00,2004/05/02 00:00:00+00,40.1195338,4812.47091305,26/03/2020,Prescribed Burn,2004-05,23506,2004,2004/01/01 00:00:00+00,400463.58203125,4808.07968570536
23372,Towlers Bay HR,SNRHR0405-2,2004-05 Prescribed Burn,2004/08/09 00:00:00+00,2004/08/11 00:00:00+00,15.9786964,2133.31748557,26/03/2020,Prescribed Burn,2004-05,23507,2004,2004/01/01 00:00:00+00,159490.73046875,2131.33872490885
23373,Rocky creek stage 1,SNRHR0405-3,2004-05 Prescribed Burn,2004/08/10 00:00:00+00,2004/08/12 00:00:00+00,0.51581249,389.82821737,26/03/2020,Prescribed Burn,2004-05,23508,2004,2004/01/01 00:00:00+00,5148.73046875,389.473112419309
23374,Rocky creek Satge 2,SNRHR0405-4,2004-05 Prescribed Burn,2004/08/11 00:00:00+00,2004/08/13 00:00:00+00,5.86349395,1195.80547398,26/03/2020,Prescribed Burn,2004-05,23509,2004,2004/01/01 00:00:00+00,58528.15234375,1194.71616344084
23375,Baden Street,HR0405-4,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,1970/01/01 00:00:00+00,0.33639424,295.58178434,26/03/2020,Prescribed Burn,2004-05,23510,2004,2004/01/01 00:00:00+00,3357.640625,295.304791940525
23376,Cobblers Peg,HR0405-2,2004-05 Prescribed Burn,2005/03/12 00:00:00+00,1970/01/01 00:00:00+00,8.39659708,1572.31001091,26/03/2020,Prescribed Burn,2004-05,23511,2004,2004/01/01 00:00:00+00,83807.00390625,1570.82100091669
23377,Pearces,HR0405-6,2004-05 Prescribed Burn,2005/04/28 00:00:00+00,1970/01/01 00:00:00+00,693.54793575,14181.374767,26/03/2020,Prescribed Burn,2004-05,23512,2004,2004/01/01 00:00:00+00,6923426.16015625,14169.0423015866
23378,Dingo,HR0405-7,2004-05 Prescribed Burn,2005/04/29 00:00:00+00,1970/01/01 00:00:00+00,1441.76046341,26744.1136593,26/03/2020,Prescribed Burn,2004-05,23513,2004,2004/01/01 00:00:00+00,14393284.5820313,26721.5543471417
23379,Pomona,HR0405-5,2004-05 Prescribed Burn,2005/04/28 00:00:00+00,1970/01/01 00:00:00+00,9.47752941,2849.18845132,26/03/2020,Prescribed Burn,2004-05,23514,2004,2004/01/01 00:00:00+00,94597.53515625,2846.51532596736
23380,Mourawaring Point,HR0405-9,2004-05 Prescribed Burn,2005/06/07 00:00:00+00,1970/01/01 00:00:00+00,24.49207479,2480.96639614,26/03/2020,Prescribed Burn,2004-05,23515,2004,2004/01/01 00:00:00+00,244461.203125,2478.63777843694
23381,Hardy's Bay,HR0405-8,2004-05 Prescribed Burn,2005/06/04 00:00:00+00,1970/01/01 00:00:00+00,24.37940168,2645.23247677,26/03/2020,Prescribed Burn,2004-05,23516,2004,2004/01/01 00:00:00+00,243337.51171875,2642.75455504917
23382,Gulguer Nature Reserve,BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/21 00:00:00+00,2005/05/22 00:00:00+00,75.11298816,6305.2347722,26/03/2020,Prescribed Burn,2004-05,23517,2004,2004/01/01 00:00:00+00,749814.94921875,6299.70951980632
23383,"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11 00:00:00+00,2005/05/12 00:00:00+00,4.2198626,2760.17965408,26/03/2020,Prescribed Burn,2004-05,23518,2004,2004/01/01 00:00:00+00,42121.57421875,2757.65789931052
23384,"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11 00:00:00+00,2005/05/12 00:00:00+00,3.49561899,991.42737788,26/03/2020,Prescribed Burn,2004-05,23519,2004,2004/01/01 00:00:00+00,34892.35546875,990.5216982186
23385,"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11 00:00:00+00,2005/05/12 00:00:00+00,0.57236948,458.2725637,26/03/2020,Prescribed Burn,2004-05,23520,2004,2004/01/01 00:00:00+00,5713.2421875,457.853894613179
23386,"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11 00:00:00+00,2005/05/12 00:00:00+00,0.84744253,402.91973854,26/03/2020,Prescribed Burn,2004-05,23521,2004,2004/01/01 00:00:00+00,8458.953125,402.551656144811
23387,"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11 00:00:00+00,2005/05/12 00:00:00+00,1.74363583,1056.13466645,26/03/2020,Prescribed Burn,2004-05,23522,2004,2004/01/01 00:00:00+00,17404.49609375,1055.16919142694
23388,"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11 00:00:00+00,2005/05/12 00:00:00+00,0.55680808,680.55414725,26/03/2020,Prescribed Burn,2004-05,23523,2004,2004/01/01 00:00:00+00,5557.91015625,679.931909809715
23389,"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11 00:00:00+00,2005/05/12 00:00:00+00,3.73599107,2805.05224989,26/03/2020,Prescribed Burn,2004-05,23524,2004,2004/01/01 00:00:00+00,37291.640625,2802.48808877018
23390,"Chester Rd, Wentworth Falls",BMS-HR-04-036,2004-05 Prescribed Burn,2005/05/11 00:00:00+00,2005/05/12 00:00:00+00,0.7750788,460.64916816,26/03/2020,Prescribed Burn,2004-05,23525,2004,2004/01/01 00:00:00+00,7736.625,460.228129301094
23391,Short Cut Track Stage 2,BMS-HR-04-010,2004-05 Prescribed Burn,2005/03/16 00:00:00+00,2005/03/16 00:00:00+00,0.06192584,88.21580635,26/03/2020,Prescribed Burn,2004-05,23526,2004,2004/01/01 00:00:00+00,618.1171875,88.1350248173606
23392,Avisford Range,BMS-HR-04-009,2004-05 Prescribed Burn,2005/03/15 00:00:00+00,2005/04/01 00:00:00+00,457.64878317,13054.073974,26/03/2020,Prescribed Burn,2004-05,23527,2004,2004/01/01 00:00:00+00,4568271.2265625,13042.3519742297
23393,Mount Wilson North,BMS-HR-04-012,2004-05 Prescribed Burn,2005/03/16 00:00:00+00,2005/05/17 00:00:00+00,124.85560815,13584.6052238,26/03/2020,Prescribed Burn,2004-05,23528,2004,2004/01/01 00:00:00+00,1246210.01953125,13571.8374954719
23394,Lyrebird Dell Stage 2,BMS-HR-04-011,2004-05 Prescribed Burn,2005/03/16 00:00:00+00,2005/03/05 00:00:00+00,3.18650002,632.8013652,26/03/2020,Prescribed Burn,2004-05,23529,2004,2004/01/01 00:00:00+00,31806.6953125,632.222034457948
23395,Bald Hill East,BMS-HR-04-014,2004-05 Prescribed Burn,2005/03/29 00:00:00+00,2005/04/04 00:00:00+00,56.83165299,5057.40859855,26/03/2020,Prescribed Burn,2004-05,23530,2004,2004/01/01 00:00:00+00,567357.88671875,5053.1412626949
23396,Vale Lookout (Vale of Avoca),BMS-HR-04-025,2004-05 Prescribed Burn,2005/04/26 00:00:00+00,2005/04/29 00:00:00+00,19.55272202,2440.69304374,26/03/2020,Prescribed Burn,2004-05,23531,2004,2004/01/01 00:00:00+00,195164.21875,2438.42602307986
23397,West of Mount Tootie,BMS-HR-04-026,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,2005/04/30 00:00:00+00,280.26018826,15855.6924996,26/03/2020,Prescribed Burn,2004-05,23532,2004,2004/01/01 00:00:00+00,2797328.125,15840.7659320911
23398,Death Adder Rock,BMS-HR-04-028,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,2005/05/04 00:00:00+00,751.27138932,57329.5425636,26/03/2020,Prescribed Burn,2004-05,23533,2004,2004/01/01 00:00:00+00,7500615.74609375,57283.3222595386
23399,"Lynchs Creek, Winmalee-Yarrami",BMS-HR-04-029,2004-05 Prescribed Burn,2005/04/30 00:00:00+00,2005/05/03 00:00:00+00,558.2624188,27572.4850208,26/03/2020,Prescribed Burn,2004-05,23534,2004,2004/01/01 00:00:00+00,5572284.30078125,27546.9379684374
23400,Durambang,BMS-HR-04-039,2004-05 Prescribed Burn,2005/05/25 00:00:00+00,2005/05/31 00:00:00+00,922.70286647,43657.9633903,26/03/2020,Prescribed Burn,2004-05,23535,2004,2004/01/01 00:00:00+00,9209974.44140625,43617.5974984128
23401,Pear Hill (West),BMS-HR-04-034,2004-05 Prescribed Burn,2005/05/04 00:00:00+00,2005/05/16 00:00:00+00,1057.82021959,57716.4848076,26/03/2020,Prescribed Burn,2004-05,23536,2004,2004/01/01 00:00:00+00,10561464.5117188,57670.8564748294
23402,Pear Hill (West),BMS-HR-04-034,2004-05 Prescribed Burn,2005/05/04 00:00:00+00,2005/05/16 00:00:00+00,19.25300756,2938.45005977,26/03/2020,Prescribed Burn,2004-05,23537,2004,2004/01/01 00:00:00+00,192228.625,2936.14881309474
23403,Pear Hill (West),BMS-HR-04-034,2004-05 Prescribed Burn,2005/05/04 00:00:00+00,2005/05/16 00:00:00+00,6.74488959,1174.39650188,26/03/2020,Prescribed Burn,2004-05,23538,2004,2004/01/01 00:00:00+00,67343.40625,1173.47768715907
23404,Pear Hill (West),BMS-HR-04-034,2004-05 Prescribed Burn,2005/05/04 00:00:00+00,2005/05/16 00:00:00+00,13.39080978,1663.38279931,26/03/2020,Prescribed Burn,2004-05,23539,2004,2004/01/01 00:00:00+00,133698.6484375,1662.08132831781
23405,"Hillcrest Avenue, Faulconbrid",BMS-HR-04-040,2004-05 Prescribed Burn,2005/06/04 00:00:00+00,2005/06/05 00:00:00+00,9.22364486,2496.62954554,26/03/2020,Prescribed Burn,2004-05,23540,2004,2004/01/01 00:00:00+00,92066.78515625,2494.33262308296
23406,"Hillcrest Avenue, Faulconbrid",BMS-HR-04-040,2004-05 Prescribed Burn,2005/06/04 00:00:00+00,2005/06/05 00:00:00+00,7.72093509,1976.10085614,26/03/2020,Prescribed Burn,2004-05,23541,2004,2004/01/01 00:00:00+00,77067.421875,1974.28365673075
23407,Box Ridges,BMS-HR-04-027,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,2005/05/16 00:00:00+00,440.01465329,21592.3164461,26/03/2020,Prescribed Burn,2004-05,23542,2004,2004/01/01 00:00:00+00,4392511.21484375,21573.5802811368
23408,Box Ridges,BMS-HR-04-027,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,2005/05/16 00:00:00+00,1499.85202764,80593.8947463,26/03/2020,Prescribed Burn,2004-05,23543,2004,2004/01/01 00:00:00+00,14972439.3671875,80523.8507831759
23409,Box Ridges,BMS-HR-04-027,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,2005/05/16 00:00:00+00,45.74401148,2949.50772501,26/03/2020,Prescribed Burn,2004-05,23544,2004,2004/01/01 00:00:00+00,456639.5859375,2946.92584156776
23410,Box Ridges,BMS-HR-04-027,2004-05 Prescribed Burn,2005/04/27 00:00:00+00,2005/05/16 00:00:00+00,127.20377221,6613.36218406,26/03/2020,Prescribed Burn,2004-05,23545,2004,2004/01/01 00:00:00+00,1269821.8984375,6607.59975399863
23411,Lees Pinch,BMS-HR-04-018,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/05/04 00:00:00+00,1276.10342222,58221.6846729,26/03/2020,Prescribed Burn,2004-05,23546,2004,2004/01/01 00:00:00+00,12740324.3515625,58174.4125840036
23412,Govetts Leap Stage 2,BMS-HR-04-017,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/20 00:00:00+00,17.745189,2759.05192134,26/03/2020,Prescribed Burn,2004-05,23547,2004,2004/01/01 00:00:00+00,177122.953125,2756.49285380991
23413,"James Street, Braeside",BMS-HR-04-013,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/18 00:00:00+00,50.27664133,3460.30076033,26/03/2020,Prescribed Burn,2004-05,23548,2004,2004/01/01 00:00:00+00,501836.40234375,3457.09880024242
23414,Bees Nest,BMS-HR-04-016,2004-05 Prescribed Burn,2005/04/02 00:00:00+00,2005/04/20 00:00:00+00,338.20100832,28162.5029271,26/03/2020,Prescribed Burn,2004-05,23549,2004,2004/01/01 00:00:00+00,3375885.171875,28137.0018886032
23415,Bees Nest,BMS-HR-04-016,2004-05 Prescribed Burn,2005/04/02 00:00:00+00,2005/04/20 00:00:00+00,21.7878244,2945.77020512,26/03/2020,Prescribed Burn,2004-05,23550,2004,2004/01/01 00:00:00+00,217484.984375,2943.11031686291
23416,Bees Nest,BMS-HR-04-016,2004-05 Prescribed Burn,2005/04/02 00:00:00+00,2005/04/20 00:00:00+00,2.86327369,651.12907186,26/03/2020,Prescribed Burn,2004-05,23551,2004,2004/01/01 00:00:00+00,28581.0703125,650.541309136638
23417,Bees Nest,BMS-HR-04-016,2004-05 Prescribed Burn,2005/04/02 00:00:00+00,2005/04/20 00:00:00+00,6.92878211,1401.64670495,26/03/2020,Prescribed Burn,2004-05,23552,2004,2004/01/01 00:00:00+00,69162.83984375,1400.3817375805
23418,"Three Falls, Stage 2 (Hazelbro",BMS-HR-04-033,2004-05 Prescribed Burn,2005/05/05 00:00:00+00,2005/05/08 00:00:00+00,48.83515204,3825.80043423,26/03/2020,Prescribed Burn,2004-05,23553,2004,2004/01/01 00:00:00+00,487457.3359375,3822.29625657958
23419,Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/21 00:00:00+00,223.9814531,6129.92290355,26/03/2020,Prescribed Burn,2004-05,23554,2004,2004/01/01 00:00:00+00,2236028.56640625,6124.73943889006
23420,Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/21 00:00:00+00,11.70329476,3741.80044294,26/03/2020,Prescribed Burn,2004-05,23555,2004,2004/01/01 00:00:00+00,116834.921875,3738.63363819
23421,Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/21 00:00:00+00,74.41920121,4277.12608617,26/03/2020,Prescribed Burn,2004-05,23556,2004,2004/01/01 00:00:00+00,742932.58984375,4273.50587356583
23422,Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/21 00:00:00+00,53.81696518,3847.36380122,26/03/2020,Prescribed Burn,2004-05,23557,2004,2004/01/01 00:00:00+00,537257.484375,3844.10236568112
23423,Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/21 00:00:00+00,0.00114356,24.45818098,26/03/2020,Prescribed Burn,2004-05,23558,2004,2004/01/01 00:00:00+00,11.41796875,24.4374276808675
23424,Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/21 00:00:00+00,150.66431907,5514.67927423,26/03/2020,Prescribed Burn,2004-05,23559,2004,2004/01/01 00:00:00+00,1504096.48046875,5510.01678115859
23425,Cat Hill,BMS-HR-04-019,2004-05 Prescribed Burn,2005/04/18 00:00:00+00,2005/04/21 00:00:00+00,147.61330307,6525.801709,26/03/2020,Prescribed Burn,2004-05,23560,2004,2004/01/01 00:00:00+00,1473644.17578125,6520.29717981831
23426,Little Wombeyan,BMS-HR-04-015,2004-05 Prescribed Burn,2005/04/01 00:00:00+00,2005/04/04 00:00:00+00,214.7745757,7150.9714496,26/03/2020,Prescribed Burn,2004-05,23561,2004,2004/01/01 00:00:00+00,2144230.81640625,7145.11705276803
23427,Avisford Range (additional dat,BMS-HR-04-009,2004-05 Prescribed Burn,2005/03/15 00:00:00+00,2005/04/01 00:00:00+00,5.57652996,1097.37705046,26/03/2020,Prescribed Burn,2004-05,23562,2004,2004/01/01 00:00:00+00,55664.9375,1096.38927621195
23428,Savilles Creek (additional dat,SSR/HRO2,2004-05 Prescribed Burn,2004/09/16 00:00:00+00,2004/09/17 00:00:00+00,7.8649017,1465.16599182,26/03/2020,Prescribed Burn,2004-05,23563,2004,2004/01/01 00:00:00+00,78514.71484375,1463.91438850408
23429,Avondale Road Fuel Reduction, ,2004-05 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.08770055,203.73504221,26/03/2020,Prescribed Burn,2004-05,23564,2004,2004/01/01 00:00:00+00,875.37890625,203.545504094871
23430,Stage 2 Shaws Ridge Winmalee,BMR-HR-05-002,2005-06 Prescribed Burn,2005/09/03 00:00:00+00,2005/09/04 00:00:00+00,13.2522153,1976.5413114,26/03/2020,Prescribed Burn,2005-06,23565,2005,2005/01/01 00:00:00+00,132277.39453125,1974.71523630157
23431,Bowen Mountain South HR,BMR-HR-05-001,2005-06 Prescribed Burn,2005/08/27 00:00:00+00,2005/09/04 00:00:00+00,308.02530105,18265.4151091,26/03/2020,Prescribed Burn,2005-06,23566,2005,2005/01/01 00:00:00+00,3074521.87890625,18248.4140636357
23432,Minkara reserve,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.59938144,509.54789156,26/03/2020,Prescribed Burn,2005-06,23567,2005,2005/01/01 00:00:00+00,15964.2890625,509.07729565697
23433,Cabage Tree Rd,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,4.6699655,1313.77306915,26/03/2020,Prescribed Burn,2005-06,23568,2005,2005/01/01 00:00:00+00,46613.53515625,1312.56099370144
23434,Cabage Tree Rd,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.60552751,345.64219926,26/03/2020,Prescribed Burn,2005-06,23569,2005,2005/01/01 00:00:00+00,6044.1171875,345.323537674053
23435,Ingleside Scout Camp,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.6112795,374.18723578,26/03/2020,Prescribed Burn,2005-06,23570,2005,2005/01/01 00:00:00+00,6101.53515625,373.842309553444
23436,Bungendore St - Ingleside,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,11.65043973,1637.86567193,26/03/2020,Prescribed Burn,2005-06,23571,2005,2005/01/01 00:00:00+00,116289.81640625,1636.35672874288
23437,Coonawarra Stage 1,SNRHR0506-18,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9.03530278,2006.19833403,26/03/2020,Prescribed Burn,2005-06,23572,2005,2005/01/01 00:00:00+00,90186.8125,2004.35215195893
23438,Ingleside Park,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,8.92867924,1513.61143251,26/03/2020,Prescribed Burn,2005-06,23573,2005,2005/01/01 00:00:00+00,89122.51953125,1512.21820818197
23439,Dendrobium CR,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.69698168,1396.71046933,26/03/2020,Prescribed Burn,2005-06,23574,2005,2005/01/01 00:00:00+00,26920.33203125,1395.42845650584
23440,Bungoona Av,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9.07957977,1347.44631313,26/03/2020,Prescribed Burn,2005-06,23575,2005,2005/01/01 00:00:00+00,90629.1875,1346.20956791048
23441,Amaroo Av,Off Park,2005-06 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.53067745,512.95559801,26/03/2020,Prescribed Burn,2005-06,23576,2005,2005/01/01 00:00:00+00,5297.04296875,512.484881180566
